"SMILES","pts"
"[Na+].[Na+].CCCCCCCCCCCCC1=CC(=C(NC2=CC(=C(N)C3=C2C(=O)C2=CC=CC=C2C3=O)S([O-])(=O)=O)C=C1)S([O-])(=O)=O",4.44643
"OS(=O)(=O)C1=CC=CC=C1N=C1C=CC(C=C1)=C(C1=CC=C(NC2=CC=CC=C2)C=C1)C1=CC=C(NC2=CC=CC=C2)C=C1",7.26842
"CCCC1C(=O)N2N(C1=O)C1=CC(C)=CC=C1N=C2N(C)C",2.50239
"CN(C)C1=CC=C(C=C1)C(O)(C1=CC=C(C=C1)N(C)C)C1=CC=C(N(C)C2=CC=CC=C2)C2=CC=CC=C12",7.4748278
"CCNC1=CC=C(C2=CC=CC=C12)C(O)(C1=CC=C(C=C1)N(CC)CC)C1=CC=C(C=C1)N(CC)CC",7.047904
"[Cl-].CN(C)C1=CC=C(C=C1)C1=[N+](C)C2=C(S1)C=C(C)C=C2",6.67596
"[Al+3].[Cl-].[Cl-].[Cl-]",2.77795
"[Al+3].[K+].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O",0.87242
"CCCCBr",1.23372
"COC1=CC(C)=C(O)C(C)=C1",2.29342
"CC(C)CCCCCOC(=O)\C=C\C(=O)OCCCCCC(C)C",3.44857
"[Ca++].CC1(C)[C@H]2CC[C@]1(CS([O-])(=O)=O)C(=O)C2.CC1(C)[C@H]2CC[C@]1(CS([O-])(=O)=O)C(=O)C2",2.03766
"O=[Fe]",1.81136
"[OH-].[OH-].[OH-].[Cl-].[Cu++].[Cu++]",1.77264
"[OH-].[Al+3].[O-]S([O-])(=O)=O",0.87242
"O=[Sb]O[Sb](=O)=O",2.89051
"C1CC1C(NC1=NCCO1)C1CC1",1.89804
"CC1=C(C=CC(O)=C1)C(C)(C)C",2.91397
"CC1CCCCC1(C)O",0.88678
"[Li+].CCCCCCCCCCCCCCCCC(O)C([O-])=O",2.33294
"CCCCCCCCCCCCCCCC(=O)OCC(O)C(O)C(O)C(O)CO",2.51
"CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO",2.93969
"F.[F-].[Na+]",2.34378
"CC(C)C\C=C\CCO",1.24041
"CCCCCCCCCCCCCCCCCC(=O)OCCCCO",2.56801
"[Mg++].[O-][O-]",1.78048
"O=[Hg].N#C[Hg]C#N",5.882383
"CC(C)C1=CC=CC(CC=O)=C1",1.9554
"CCCCCCCCCCCCCCCC(=O)OC(C)C(=O)OCC(O)CO",2.50659
"CCCCCCCCCCCCCCCCCCOC(=O)CC(O)(CC([O-])=O)C([O-])=O",2.25248
"CCCCCCCC\C=C\C=O",2.62205
"CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)[C@H]1OC[C@@H](O)[C@@H]1O",3.26284
"[NH4+].F.[F-]",1.87617
"O[Si](O)(O)O",1.52898
"[Cl-].[Cl-].[Cl-].[Cl-].[Sn+4]",2.34956
"O=[Al]O[Al]=O",2.26736
"O=[Mn]",1.79945
"O=[U]=O",2.83678
"O=[U](=O)=O",2.73493
"[S--].[Ca++]",2.28883
"[Ca++].[O-][Si]([O-])=O",1.5071
"[Al+3].[K+].[O-][Si]([O-])=O.[O-][Si]([O-])=O",1.5071
"[S--].[S--].[S--].[Bi+3].[Bi+3]",2.18055
"CCC(C)C1NC2C=CC3=C(N=C(C=C3C(C)O)C(=O)OC(C)C3NC(=O)C4=CSC(=N4)C(NC(=O)C4CSC(=N4)C(NC(=O)C(NC(=O)C4=CSC(=N4)C4(CCC(=NC4C4=CSC3=N4)C3=NC(=CS3)C(=O)NC(=C)C(=O)NC(=C)C(N)=O)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC1=O)C(C)O)=CC)C(C)(O)C(C)O)C2O",5.77095
"COC1=CC(=CC(OC)=C1OC)C(=O)NCCCCCC(O)=O",2.13628
"CC(=O)OC(C)(C)\C=C\C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(OC5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C",5.34466
"OC(=O)C1=CC=CC=C1OC(=O)CC1(CC(=O)OC2=CC=CC=C2C(O)=O)OCOC1=O",3.58261
"OP(O)(O)=O.CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC",4.26322
"Cl.COC1=C(O)C=CC(=C1)C(O)CNC(C)C",1.59113
"CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N",3.02377
"CCCCCCC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C",5.732548
"CC(C)C[C@@H](NC(=O)CNC(=O)OCC1=CC=CC=C1)C(O)=O",2.45461
"Cl.O=C1CC2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3C2[C@@H]5N1C1=CC=CC=C61",2.89572
"CC1=C(Br)C=C(F)C=C1",1.93367
"OC1=CC2=C(C=C1)C(=O)C=C(O2)C1=CC=CC=C1",8.0482
"FC1=C(F)C(F)=C(N=O)C(F)=C1F",4.47117
"CC1CC(C)=CC(C)C1C=O",1.49555
"C[C@]12CCC3=C(C=CC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O",7.364794
"S=C(NCC1=CC=CC=C1)NCC1=CC=CC=C1",4.64419
"CC(=O)OC1=CCCCC1",1.47208
"CN(C)C1=CC(Cl)=C(C=O)C=C1",3.26234
"ClCC1=C(Cl)C=CC(Cl)=C1Cl",3.80284
"CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C",5.815855
"OS(O)(=O)=O.CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]2N=C(N)N)O[C@@H](C)[C@]1(O)CO",2.99626
"CC1=C(F)C=C(C=C1)[N+]([O-])=O",2.45364
"[NH4+].[O-]C(=O)C(F)(F)C(F)F",1.93124
"[Cl-].COC1=CC(=CC(O)=C1O)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O",6.957192
"CCCCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCCCCCCCCCC",3.37889
"CC1=CC2=C(C=C1)C1=CC=CC=C1C2",4.86792
"CCC(COC(=O)NC1=CC(N=C=O)=C(C)C=C1)(COC(=O)NC1=CC(N=C=O)=C(C)C=C1)COC(=O)NC1=CC(N=C=O)=C(C)C=C1",5.72132
"OCCNCCO.CC(OC1=C(C)C=C(Cl)C=C1)C(O)=O",1.83238
"FC1=CC(Cl)=C(Cl)C=C1",2.43089
"CCCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCCC",2.77223
"CC1CSC(=S)N1",2.89212
"CCC1CSC(=S)N1",2.9819
"CC(C)C1CO1",0.87259
"ClP(Cl)(=O)C=C",2.15409
"CSCC1=CC=CO1",2.24865
"CC(=O)C(=O)C1=CC=CO1",2.61914
"O1[C@@H]([C@H]1C1=CC=CC=C1)C1=CC=CC=C1",3.48803
"O=P(CCC#N)(CCC#N)CCC#N",2.95201
"CSC1=CC=C(C=C1)C(Cl)=O",3.1927
"NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1",3.93244
"CCOC(=O)C(CCC#N)(CCC#N)C(=O)OCC",2.98904
"CN1CCC(=O)CC1",0.77076
"CC(C)C1=CC2=C(C=C1)[C@@]1(C)CCC[C@@](C)(CN)[C@@H]1CC2",4.07316
"COC(=O)C1(C)CC1(Cl)Cl",2.51965
"CC1(CC1(Cl)Cl)C(O)=O",2.26566
"CN(C)CC\C=C1/C2=CC=CC=C2CS(=O)C2=CC=CC=C12",3.14259
"COC(=O)CC[C@H](C)[C@@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C",5.138002
"[H]N=C(OCC)C1=CC=C(OCCCCCCOC2=CC=C(C=C2)C(=N[H])OCC)C=C1",5.34469
"NC(=O)NC(=O)CC#N",1.82065
"[Br-].C(C1=CC=CC=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1",5.76765
"C1CCC(CC1)[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1",5.973416
"C[Si](C)(C)[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1",5.02893
"C1=CC=C(C=C1)[Si](C1=CC=CC=C1)(C1=CC=CC=C1)[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1",6.523147
"CC(=O)C1=C(O)C=CC(Cl)=C1",3.28213
"S=C1NC=CC=N1",2.99877
"OS(O)(=O)=O.NC1=NC=CN1",2.02386
"N#CC1=CSC=N1",2.99951
"CN(C)CC1=CNC2=C1C=C(OCC1=CC=CC=C1)C=C2",4.3093
"Cl.CCOC(=O)C(CC1=CC=CC=N1)(C(=O)OCC)C1=CC=CC=C1",3.54003
"Cl.CCOC(=O)C1CN(CC2=CC=CC=C2)CCC1=O",2.18584
"CC1=CSC2=CC=CC=C12",3.78725
"O=C1ONC(=N1)C1=CC=CC=C1",3.0189
"COCCCNC(=O)C1=CC(=C2C(=O)C3=CC=CC=C3C(=O)C2=C1N)[N+]([O-])=O",6.398136
"C=CCN1C(=O)CSC1=S",3.59352
"CC1=NC=C(N1)C(O)=O",1.52703
"CC1=C(N=CN1)C(O)=O",1.39491
"COC(=O)C1=C(N)N=C(N)C(Cl)=N1",3.50313
"CC(C)(C)C1=CC(=CC(=C1)C(C)(C)C)C(C)(C)C",2.52828
"CC[C@H](C)C(=O)C([O-])=O",1.22215
"OC(=O)CN(CC(O)=O)CC1=CC2=C(OC3=C(C=C(CN(CC(O)=O)CC(O)=O)C(O)=C3)C22OC(=O)C3=CC=CC=C23)C=C1O",3.82859
"CCOC(=O)C(=CC)C(=O)OCC",2.07172
"CCCC(=O)C1CCCCC1",1.33054
"CCCCCCCCCCCCSCCC(O)=O",2.4637
"CCCCCCCCCCCCNCCC(O)=O",1.62378
"CCCCCCCCCCCCSCCO",2.82534
"CCC1=NC(C)=C(C)C=C1",1.38005
"[I-].CC[N+]1=C(C)C=CC=C1\C=C\NC1=NC=C(Br)C=C1",4.54933
"Cl.Cl.NCCNC1=CC=CC2=CC=CC=C12",4.51181
"CC(C)(C)N1CCC(=O)CC1",0.87911
"[O-][N+](=O)C(CCC#N)(CCC#N)CCC#N",3.17712
"O=C(NCC1=CC=CC=C1)NCC1=CC=CC=C1",3.14416
"[O-][N+](=O)C1=CC=CC=C1\C=C\C=O",3.87312
"CC1=C(C)C(C)=C(N)C=C1",2.13537
"OCCSCC(O)CO",1.58639
"CC1=CC(C(=O)C2=CC=CC=C2)=C(O)C=C1",4.90612
"OC1=CC=C(C=C1)C(=O)C1=C(O)C=C(O)C=C1",7.844086
"[Li+].CC1=CC=C(C=C1)S([O-])(=O)=O",0.84486
"C=CCOCCCCOCC=C",2.31385
"OCC(COCC=C)(COCC=C)COCC=C",2.64373
"C=CCOCC(COCC=C)(COCC=C)COCC=C",3.70932
"Cl.O=C(NCN1CCOCC1)C1=NC=CN=C1",1.64205
"CCC(=O)N(C1CCN(CC2=CC=CC=C2)CC1)C1=CC=CC=C1",2.55095
"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C",4.699976
"CCOC(=O)P(=O)(OCC)OCC",1.86022
"CC(O)C1=CC(Cl)=C(Cl)C=C1",2.76568
"CC(O)C1=C(Cl)C=CC(Cl)=C1",2.56536
"C[C@@H](O)C1=C(Cl)C=C(Cl)C=C1",2.74636
"Cl.CCC1CN2CCC1CC2C(O)C1=C2C=C(OC)C=CC2=NC=C1",3.58769
"OC(=O)C(=O)C1=CNC2=CC=CC=C12",4.03925
"ClC(Cl)C(=O)NCCCCCCCCNC(=O)C(Cl)Cl",4.85328
"NC1=C(C=C(Br)C=C1)C(=O)C1=CC=CC=C1F",6.21357
"C[Si](C)(Cl)CCC(F)(F)F",2.13639
"[O-][N+](=O)C1=CC(Cl)=C(F)C=C1F",3.49306
"O[C@H]1CCOC2=CC=CC=C12",1.98548
"Cl.N[C@@H](CN=C(N)N)C(O)=O",1.33651
"CCCCC#CC(O)=O",1.8687
"[Br-].[I+](C1=CC=CC=C1)C1=CC=CC=C1",4.16115
"CC(C)N1C2=CC=CC=C2C2=CC=CC=C12",4.96703
"NC1=CC(OCC2=CC=CC=C2)=CC=C1",4.9038
"Br[C@@H](C(=O)C1=CC=CC=C1)C1=CC=CC=C1",5.06548
"OCCC1=CC2=CC=CC=C2C=C1",3.93866
"CP(C1=CC=CC=C1)C1=CC=CC=C1",2.81289
"OC(=O)C1=CC=C(OCC2=CC=CC=C2)C=C1",3.63991
"CC1=CCCO1",0.91362
"COC(=O)CC(C)O",0.8318
"CCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCCN(C)C)OC(=O)CCCCCCCCCCCCCCC",2.84142
"[O-]C(=O)C1=CC=CC=C1[I+]C1=CC=CC=C1",3.95412
"CC1=CC=CCC1",1.33961
"BrCC\C=C\C1CC1",2.26258
"CCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCCN(C)C)OC(=O)CCCCCCC\C=C\CCCCCCCC",3.08254
"COC(=O)CCC(Cl)=O",1.75458
"CCCCCCCCCCCCCCCC(=O)OC1=CC=C(C=C1)[N+]([O-])=O",3.94865
"CC1(CC(=O)NC1=O)C1=CC=CC=C1",2.12807
"CCC[C@@]1(C)CC(=O)NC1=O",1.37337
"CCOP(=S)(OCC)SC(=O)C1=CC=CC=C1",4.09507
"CCOP(Cl)(=S)CC",1.67548
"CCOP(Cl)Cl",1.67746
"COC1=CC(=CC2=C1OC1(C=C2)N(C)C2=CC=CC=C2C1(C)C)[N+]([O-])=O",5.98058
"ClP(=O)(C1=CC=CC=C1)C1=CC=CC=C1",3.42888
"[I-].C[As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1",5.49027
"COC(=O)[C@@H](N)CC1=CN=CN1",1.68138
"COC(=O)CCC(N)C(O)=O",1.00286
"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC[C@@H]4CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C",4.184376
"CCOC(=O)CCC(C(C)=O)C(=O)OCC",2.06507
"COC(=O)CCCC(O)=O",1.16483
"C1CCCCC\C=C/CCCC1",1.95302
"NC1CCCCCCCCCCC1",1.48664
"CC1CCCC(O)C1C",0.90697
"O=C1C2=C(C(=O)C3=C1C(=O)C1=CC=CC=C1N3)C(=O)C1=CC=CC=C1N2",8.267648
"O=C(C1=CC=CC=C1)C1=CC=C(C=C1)C#N",4.9047
"CC(=O)OC1=C(C=C(I)C=C1)C(O)=O",2.86808
"COC1=CC(\C=C\CO)=CC(OC)=C1OC",3.03673
"CCOC(=O)\C=C\C1=CC=C(OCC)C=C1",4.38842
"CC1=CC=C(CCC(O)=O)C=C1",1.37055
"COC1=C(Cl)C(Cl)=C2C(Cl)=C(Cl)C(Cl)=C(Cl)C2=C1",6.926433
"CCCCCCCCCCCCNC(=O)C=C",2.9878
"CCCCCCCCCCCCCCCCCCNC(=O)C=C",3.51369
"CCNNC(=O)[C@H]1[C@H](CO)[C@@H](O)C2=CC3=C(OCO3)C=C2[C@H]1C1=CC(OC)=C(OC)C(OC)=C1",4.15356
"CC(C)CCC[C@@H](C)[C@H]1CCC2C3CC=C4C[C@H](CC[C@]4(C)C3CC[C@]12C)OC(=O)CCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)[C@H](CCC4C3CC=C2C1)[C@H](C)CCCC(C)C",5.40799
"CC(C)CCCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)OC(=O)CCC(O)=O",4.76509
"FC(F)S(Cl)(=O)=O",2.0014
"NC1=C(C=CC(=C1)C(F)(F)F)S(O)(=O)=O",1.90781
"F[P-](F)(F)(F)(F)F.[O-][N+](=O)C1=CC=C(C=C1)[N+]#N",3.57303
"CC1CCC(O)CC1",0.93141
"COC(=O)C(F)(F)Cl",2.45586
"CC(O)(C(F)(F)F)C(F)(F)F",2.46175
"CCCCN1C(=O)C2=CC=CC=C2C1=O",2.42398
"COC(=O)\C=C\C=C",2.7168
"COCC1=CC=C(OC)C=C1",1.37318
"[N-]=[N+]=NC1=NC2=CC=CC=C2N1",5.111759
"CC(O)C1=CC=CC2=CC=CC=C12",3.50636
"CC(C)CSSCC(C)C",2.25996
"CCC(C(=O)OC(=O)C(CC)C1=CC=CC=C1)C1=CC=CC=C1",3.54006
"CCC(C)C(=O)OC(=O)C(C)CC",1.51506
"[Cl-].[Cl-].C(C1=CC=C(C[P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1",6.564854
"CC(CCC1=CC=CC=C1)C1=CC=CC=C1",3.01829
"CC(=O)OCN1CCOCC1",0.98443
"CC(=O)OC1=CC2=CC=CC=C2C=C1",4.33839
"CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO",4.528714
"C[C@@H]1C[C@H]2[C@@H]3C[C@@H](F)[C@@]4(O)C[C@H](CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(O)C(C)=O)OC(C)=O",4.704743
"CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@@]2(O1)C(=O)CO",4.691494
"OC1=C(C=CC=C1F)[N+]([O-])=O",3.8891
"CCC(=O)NNC(=O)CC",1.51979
"CCOC(=O)CC1=CC=C(C=C1)C(C)=O",2.6998
"CCCCCCCOC(=O)C1=CC(C(=O)OCCCCCCC)=C(C=C1)C(=O)OCCCCCCC",3.09184
"CCCCCCOC(=O)C1=CC(C(=O)OCCCCCC)=C(C=C1)C(=O)OCCCCCC",3.14825
"CC(C)COC(=O)C1=CC(C(=O)OCC(C)C)=C(C=C1)C(=O)OCC(C)C",3.23529
"N#CC1C2=CC=CC=C2C2=CC=CC=C12",4.84312
"C[Ge](C)(C)Cl",1.78605
"C[Ge](C)(Cl)Cl",2.2986
"CCCCCCCCCCCCCCCCCCCC[Al](CCCCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCCCC",4.69941
"CCCCCCCCCCCCCC[Al](CCCCCCCCCCCCCC)CCCCCCCCCCCCCC",4.68834
"CCCCCCCCCCCC[Al](CCCCCCCCCCCC)CCCCCCCCCCCC",4.55149
"C[Si](C)(O[Si](C)(O[Si](C)(C)C=C)C=C)C=C",3.54256
"[Br-].CC[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1",4.59735
"[Br-].CC(C)=CC[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1",4.83258
"[Cl-].C(\C=C\C1=CC=CC=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1",6.294264
"[Br-].CC1=CC=CC=C1C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1",5.612048
"[H]OC(=O)C([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])\N=C(/N([H])[H])N([H])[N+]([O-])=O",1.84999
"[Cl-].ClC1=CC=C(C[P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1",6.065372
"[Cl-].C1=CC=C(C=C1)C(C1=CC=CC=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1",6.159522
"CC1=CC=C(C=C1)C(=O)NNC(=O)C1=CC=C(C)C=C1",4.38873
"N#CN1CCCCC1",1.22657
"N#CN1CCCC1",1.24189
"N#CN1CCOCC1",1.33898
"CCC1=NC=CC(=C1)C#N",2.16197
"CC1=CN=C2C(C=CC=C2[N+]([O-])=O)=C1C",4.28683
"O=C1C2=CC=CC=C2CSC2=CC=CC=C12",5.01296
"O1C2=CC=CC=C2N=C1C1=CC=C(\C=C\C2=CC=C(C=C2)C2=NC3=CC=CC=C3O2)C=C1",9.318952
"CC(=O)NC1=C(C=CC(=C1)N(CCOC(C)=O)CCOC(C)=O)\N=N\C1=CC=C(C=C1)[N+]([O-])=O",5.75705
"CCC(=O)NC1=C(C=CC(=C1)N(CCOC(C)=O)CCOC(C)=O)\N=N\C1=CC=C(C=C1)[N+]([O-])=O",5.92223
"CC(=O)NC1=C(C=CC(=C1)N(CCOC(C)=O)CCOC(C)=O)\N=N\C1=C(Cl)C=C(C=C1)[N+]([O-])=O",5.89834
"CSC(C)=O",1.33003
"CCCCCCCCCC(=O)CC",1.69336
"FC(F)SC1=CC=CC=C1",2.72704
"NC1=CC(OC(F)(F)F)=CC=C1",3.53366
"NC1=CC=CC=C1OC(F)(F)F",3.63666
"C(C[NH2+]CC1=CC=CC=C1)[NH2+]CC1=CC=CC=C1.CC1(C)S[C@@H]2[C@H](NC(=O)CC3=CC=CC=C3)C(=O)N2[C@H]1C([O-])=O.CC1(C)S[C@@H]2[C@H](NC(=O)CC3=CC=CC=C3)C(=O)N2[C@H]1C([O-])=O",2.49704
"CC(=O)O[Sb](OC(C)=O)(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1",4.95163
"O=C(OC1=CC=CC=C1)C1=CC=C(C=C1)C(=O)OC1=CC=CC=C1",5.852955
"CC(=O)NC1=C(C=C(C=C1)C(O)=O)[N+]([O-])=O",2.73759
"C(NCC1=CC=CC=N1)C1=CC=CC=N1",2.36217
"CCOC(=O)\C=C(/C)OC(C)C",1.77736
"CCOC(C)=CC(C)=O",1.61273
"CCCCC(C(C)=O)C(C)=O",1.56031
"[H]C1=C([H])C([H])=C(C(OC(=O)C([H])([H])[H])=C1[H])[N+]([O-])=O",2.71329
"CC(C)C(C(C)=O)C(C)=O",1.46762
"CCCCCCCCCCCCN(CC(C)O)CC(C)O",1.52457
"CCCCCCCCCCCCN(CCO)CCO",1.56544
"CCCCCCCCCCCCN1CCOCC1",1.47414
"CC(C)(C1=CC=C(OC(F)(F)C(F)F)C=C1)C1=CC=C(OC(F)(F)C(F)F)C=C1",5.11043
"FC(F)(F)C(=O)N1C=CN=C1",2.49045
"FC(F)(F)C1=CC=C(C=C1)N=C=O",3.98156
"NC(=O)C1=C(F)C(F)=C(N)C(F)=C1F",3.29291
"C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O",4.336128
"FC1=CC(F)=C(C=O)C=C1",2.29643
"CCCCC(=O)OC1CCCCC1",1.4411
"CC1=CC2=C(OC(\C=C\C3=CC=C(C=C3)C3=NC4=C(O3)C=CC(C)=C4)=N2)C=C1",8.60693
"CC(C)(C)C1=CC2=C(OC(\C=C\C3=CC=C(C=C3)C3=NC4=C(O3)C=CC(=C4)C(C)(C)C)=N2)C=C1",8.261392
"CCOC(=O)C=C1CCCCC1",1.78959
"CN(C)C1=CC=C(\C=C\C(O)=O)C=C1",3.51874
"N#CCCN(CCC#N)C1=CC=CC=C1",3.84583
"ClC1CCCCCCC1",1.59006
"BrC1CCCCCCC1",1.75591
"OC1=CC(O)=C2C(OC(C3=CC(O)=C(O)C=C3)=C(OC(=O)C3=CN=CC=C3)C2=O)=C1",7.670701
"CC1=C2C(CC3=CC=CC=C23)=CC=C1",4.25341
"CCOC(=O)C(CCSC1=CC=CC=C1)C(=O)OCC",3.83134
"CCCCOCCOCCOCCOCCO",1.84367
"CCCCC(CC)COCC(C)O",1.2501
"FC1=CC(F)=C(Br)C(F)=C1F",3.54836
"FC1=C(F)C(Br)=C(F)C(Br)=C1F",4.26734
"FC1=CC(F)=C(F)C(Br)=C1F",3.5122
"C[Si](C)(C)[Si](C)(C)Cl",2.22193
"[Na+].CCCCCCCCOP([O-])(=O)OCCCCCCCC",2.29096
"[Br-].C=CC[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1",5.03502
"[Co++].CCC([O-])=O.CCC([O-])=O",0.72789
"CCCCCCCCCCCCOCC(O)CO",2.15927
"CCC(C)CCC(O)=O",0.89857
"O=C(OOC(=O)OC1CCCCC1)OC1CCCCC1",3.40741
"CCCCCCCCCCCCCCCCSSCCCCCCCCCCCCCCCC",3.87486
"[Na+].CC(=C)CS(O)(=O)=O",0.83688
"[K+].OCCS([O-])(=O)=O",0.86061
"[Na+].OCCS([O-])(=O)=O",0.86061
"OC(=O)C1=CC=C(C=C1)\N=N\C1=CC=CC=C1",5.237055
"NC1=C(C=C(Br)C=C1)C(=O)C1=CC=CC=N1",6.18484
"CCCN(C(C)=O)C(C)=O",0.92988
"CC(C)N(C(C)=O)C(C)=O",0.87963
"CCCCN(C(C)=O)C(C)=O",1.00112
"CCCCN(CCCC)C(C)=O",1.09734
"BrC1=C2C=CC=CC2=CC2=CC=CC=C12",6.97596
"CC1=CC=CC=C1NC1=CC(Br)=C(N)C2=C1C(=O)C1=CC=CC=C1C2=O",8.2506892
"NC1=C(Br)C=C(NC2=CC=CC=C2)C2=C1C(=O)C1=CC=CC=C1C2=O",8.77574
"COC1CC(C)CCC1C(C)C",1.03286
"CC(=O)C1(C)CC1",1.34411
"COC(=O)C(C#N)=C1CCCCCC1",2.29282
"C(\C=N\N=C\C=C\C1=CC=CC=C1)=C/C1=CC=CC=C1",6.792824
"CC1=CC(=O)NC2=C1C=CC(N)=N2",4.05647
"CCC(=O)C1=CN=CC=C1",1.645
"CC1=CC=C(CC2(CC2)C(Cl)=O)C=C1",3.04973
"ClC1=C(Cl)C(Cl)=C(Cl)C2=C1C(=O)NC2=O",5.82677
"NC1=C(O)C=CC(=C1)C(O)=O",3.26705
"C=C(CCC#N)C#N",2.61597
"CCOC(=O)C(C)C#N",1.48625
"CC(=O)OCC#CCOC(C)=O",3.20178
"OC(=O)C1=CC=CC2=C1C(=O)C1=CC=CC=C21",5.12902
"OC1=CC=CC2=C(Cl)C=CC(Cl)=C12",6.797018
"CCC(=C)C#C",1.86137
"OC(=O)\C=C\C=O",2.62576
"C[C@H](CC=C)C([O-])=O",1.05872
"CC1=C(C(O)=O)C2=CC=CC=C2C=C1",2.92563
"CCC\C=C\CCOC(C)=O",1.51494
"CCCC\C=C\CC(O)=O",1.37553
"[O-]C(=O)[C@H](F)C1=CC=CC=C1",1.57935
"FC1=CC=C(C=C1)C1=NN=C(O1)C1=CC=CC=C1",5.37702
"NC1=CC=CC=C1C(=O)C1=CC=CC=C1F",5.74941
"FC1(F)OC2=CC=CC=C2O1",2.67427
"[O-]C(=O)C1=C(C([O-])=O)C(F)=CC=C1",1.85587
"CC1=CC=C(OC(F)F)C=C1",2.17229
"[NH3+]CCC1=CC=C(F)C=C1",1.67695
