"SMILES","pts"
"CC1=C(O)C(=CC(=C1)N(=O)=O)N(=O)=O",4.793714
"O=c1ccc2ccccc2o1",3.39086
"CC(C)(C)C1=CC=C(OC2CCCCC2OS(=O)OCC#C)C=C1",4.24455
"NC1=C(CCC2=C(N)C=CC=C2)C=CC=C1",5.706979
"[H]OC(=O)C([H])([H])C([H])([H])C([H])(N([H])C(=O)C([H])(N([H])C(=O)C1([H])N=C(SC1([H])[H])C([H])(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])C([H])(C(=O)N([H])C1([H])C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C(=O)N([H])[H])C([H])([H])C(=O)O[H])C([H])([H])C1=C([H])N=C([H])N1[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]",2.92388
"CC(C)N(CCO)C(C)C",0.53325
"ClCC1=CC=C(CCl)C=C1",2.81506
"CC(CN(C)C)CN1C2=C(SC3=C1C=CC=C3)C=CC=C2",3.32332
"CC1=CC=C(C=C1)C1=CC=CC=C1",3.22972
"O=C1NN(C(=O)C1C1=CC=CC=C1)C1=CC=CC=C1",4.18703
"CN1N(C(=O)C(I)=C1C)C1=CC=CC=C1",3.23594
"[H]N([H])C1=C([H])C([H])=C(C([H])=C1[H])S(=O)(=O)N([H])C1=C([H])C(OC([H])([H])[H])=NC(OC([H])([H])[H])=N1",2.06675
"CC(=O)OC1=CC(O)=CC=C1",2.67647
"NS(=O)(=O)c1cc(C(O)=O)c(NCc2ccco2)cc1Cl",2.68567
"CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1",1.97234
"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",3.20685
"C[C@@H]1CCC2=C(C1)OC=C2C",2.08215
"NC1=C(C=C(Cl)C=C1[N+]([O-])=O)[N+]([O-])=O",4.91066
"CN(N=O)C1=CC=CC=C1",2.22182
"CN(C)P(=O)(N(C)C)N(C)C",1.19834
"C=CCSSCC=C",3.03695
"C[C@@H]1CC(=O)C=C2CC[C@H](C[C@@]12C)C(C)=C",3.91047
"O=C1OC2=CC3=C(C=CO3)C=C2C=C1",5.5733
"CCOC1=C2O[C@H]3[C@@H](O)C=C[C@H]4[C@H]5CC(C=C1)=C2[C@@]34CCN5C",3.2241
"[Cu++].[O-]C1=CC=CC2=C1N=CC=C2.[O-]C1=CC=CC2=C1N=CC=C2",5.6608
"ClCCN(CCCl)P1(=O)OCCCN1CCCl",3.28154
"COC(=O)C(F)(F)C(F)(F)F",2.41819
"OC(O)C(F)(F)C(F)(F)F",2.2342
"CCO[C@@H](O)C(F)(F)C(F)(F)F",2.13492
"FC(F)(C#N)C(F)(F)C(F)(F)C#N",3.48873
"CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC",3.40374
"FC1(F)C(Cl)=C(Cl)C(F)(F)C1(F)F",3.70783
"OC(C(F)(F)F)C(F)(F)F",2.39314
"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",4.5567
"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C",4.42315
"N.OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",4.22676
"FC(F)C(F)(F)OC1=CC=CC=C1",2.9981
"[Na+].[O-]C(=O)C(F)(F)C(F)F",1.93124
"OC(O)C(F)(F)F",1.82627
"CO[C@@H](O)C(F)(F)F",1.495
"CCO[C@@H](O)C(F)(F)F",1.59526
"FC(F)(F)CCCl",2.2258
"CC(O)=O.FC(F)(F)COC1=CC(C(=O)NC[C@@H]2CCCCN2)=C(OCC(F)(F)F)C=C1",3.33068
"[O-][N+](=O)C1=CC=CC(=C1)C(F)(F)F",3.11975
"FC(F)(F)C1=CC(=CC=C1)N=C=O",4.05901
"CC(=O)NC1=C(C=CC=C1)C(F)(F)F",2.82774
"CC(=O)NC1=CC(=CC=C1)C(F)(F)F",2.76243
"CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCC1=C(F)C(F)=C(F)C(F)=C1F",4.47613
"[O-][N+](=O)C1=CC=C(\C=C\C2=CC=C(C=C2)[N+]([O-])=O)C=C1",7.369067
"F[I](F)(F)(F)F",2.34933
"CN(C)CC1=CC(CN(C)C)=C(O)C(CN(C)C)=C1",1.45579
"[NH4+].[NH4+].F[Si--](F)(F)(F)(F)F",1.75493
"O=[Ti]=O",2.39122
"FC(F)(F)C(=O)C(F)(F)F",2.92905
"[Na+].[O-]C1=CC=CC=C1C1=CC=CC=C1",4.79589
"CC1=CC=CC(=N1)C#N",2.2984
"OC(=O)C(F)(F)C(F)(F)F",2.29015
"CC1=CC=C(N)N=C1",1.89291
"CC(C)(C)OC(=O)O\N=C(/C#N)C1=CC=CC=C1",4.20143
"NC(=O)C1CCCN1C(=O)C(CC1=CNC=N1)NC(=O)C1CCC(=O)N1",2.33364
"CC1=CC(=CC=C1O)N=NC1=CC=CC=C1",7.052881
"CC(Br)C1=CC=CC=C1",1.99904
"CC(Cl)C1=CC=CC=C1",1.60962
"SC1CCCCC1",1.63272
"CCCCCCCCCCCCC=CC1CC(=O)OC1=O",3.56446
"CCCCCCCCC=CC1CC(=O)OC1=O",3.12468
"COC1=CC=CC2=C1C=C(C1=C2C2=C(OCO2)C=C1C(O)=O)[N+]([O-])=O",6.461624
"NC1=CC=CC(=C1N)[N+]([O-])=O",4.64077
"CCC(C)[N+]([O-])=O",1.2465
"CCC(C(C)O)[N+]([O-])=O",1.34657
"CC(O)C(C)[N+]([O-])=O",1.22682
"[O-][N+](=O)C1CCCC1",1.65936
"O.[O-]C(=O)C1=CC=CC=C1.CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC1=CC=CC=C1",3.01789
"CC(CO)[N+]([O-])=O",1.35658
"CC1=C(N)C=C(C=C1N)[N+]([O-])=O",4.741636
"ClCCN(CCCl)P1(=O)NCCCO1",2.65815
"ClC1=C(Cl)C(=CC=C1)N(=O)=O",3.70724
"OC1COC(OCC2OC(OC3=CC=C4C(=O)C5=CC=CC=C5C(=O)C4=C3O)C(O)C(O)C2O)C(O)C1O",5.59912
"C[SiH](C)N([SiH](C)C)[SiH](C)C",1.69219
"[PbH4]",2.44457
"[H]C(=O)C1=C([H])C([H])=C([H])C([H])=C1N(=O)=O",2.93689
"OC(=O)C(\Br)=C(/Br)C=O",4.26254
"COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C(O)=O",3.64984
"CN1C(C)=NC=C1[N+]([O-])=O",1.46498
"COC1=CC2=C(C3=C1C1=C(C(=O)CC1)C(=O)O3)C1(O)C=COC1O2",5.52798
"COC1=CC2=C(C3C=COC3O2)C2=C1C1=C(C(=O)OCC1)C(=O)O2",5.73953
"COC1=CC2=C(C3CCOC3O2)C2=C1C1=C(C(=O)CC1)C(=O)O2",5.4323
"ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",4.99562
"CCCN(N=O)C(=N)N[N+]([O-])=O",2.63002
"CCN(N=O)C(=N)N[N+]([O-])=O",2.52243
"CCCCN(N=O)C(=N)N[N+]([O-])=O",2.7295
"CCCCCN(N=O)C(=N)N[N+]([O-])=O",2.81709
"COC1=CC=C(C=CC1=O)[N+]([O-])=O",3.7444
"CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12",3.33176
"[O-][N+](=O)C1=CC=[N+]([O-])C=C1",2.9067
"ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1",5.961514
"CC1=CC(O)=CC=C1O",3.77721
"CC(C)(C1=CC=C(OCC(O)CO)C=C1)C1=CC=C(OCC(O)CO)C=C1",4.02692
"CC(C)(C1=CC=C(OCC(O)CO)C=C1)C1=CC=C(OCC2CO2)C=C1",4.55583
"OC1=CC=C(C=C1[N+]([O-])=O)C1=CC=CC=C1",6.394194
"CC(C)(Cl)Cl",1.48242
"CCN(CCC#N)C1=CC=C(C=C1)N=NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O",7.335268
"COC1=CC(N=NC2=C(Br)C=C(C=C2[N+]([O-])=O)[N+]([O-])=O)=C(NC(C)=O)C=C1N(CC=C)CC=C",6.51702
"CSCC(N)C(O)=O",1.19854
"[H+].[H+].[Cl-].[Cl-].COC1=CC2=C(NC(C)CCCN(CCCl)CCCl)C3=C(C=C(Cl)C=C3)N=C2C=C1",7.259014
"C1OC1C1CO1",1.5147
"COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C2C3CC(O)OC3OC2=C1",5.4863
"COC1=CC2=CC=C(OC)C=C2C=C1",3.80391
"OC(=O)C1=CNC(=O)NC1=O",1.83908
"CCCCNC(N)=O",0.96491
"OC(=O)C(F)(F)F",1.92423
"OCC(F)(F)C(F)F",1.7156
"FC(F)=C(F)F",2.51392
"FC(F)=C(F)C(F)(F)F",2.80523
"FC(F)(Br)C(F)(F)Br",3.57264
"FC1(F)C(Cl)=C(Cl)C(F)(F)C(F)(F)C1(F)F",3.88041
"FC(F)(F)C(F)(F)N(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F",3.70125
"FC(F)(F)C(F)(F)C(F)(F)I",3.39535
"FC(F)=C(F)OC(F)(F)F",3.05301
"OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F",3.05749
"FN(F)F",1.99606
"FN(F)N(F)F",2.18675
"FC(F)C(F)(F)F",2.2413
"FC(F)(F)C(Cl)Cl",2.81672
"FC(F)(F)CBr",2.22421
"FC(F)C(F)(F)Cl",2.45691
"FC(F)(Br)[C@@](F)(Cl)Br",3.87972
"FCC(F)(F)F",1.95605
"FC(F)(F)C(\Cl)=C(/Cl)C(F)(F)F",3.44375
"FC(F)(F)Br",2.29156
"FC(F)(Cl)C(=O)C(F)(F)Cl",3.73048
"F[C@@H](Cl)C(F)(F)Br",2.7007
"FB(F)F",2.00948
"F[Cl](F)F",2.06176
"FC(F)(F)C=C",2.00452
"FC1=C(F)C(F)=C(Cl)C(F)=C1F",3.6459
"FC(F)(F)C(F)(F)C(Cl)Cl",3.21504
"F[C@@H](Cl)C(F)(F)C(F)(F)Cl",3.05609
"FC(F)=C(F)C1=CC=CC=C1",2.97019
"FC1=NC(F)=NC(F)=N1",2.72038
"FC(F)(F)C1=NC(=NC(=N1)C(F)(F)F)C(F)(F)F",3.90381
"FC(F)(F)C(Cl)(Cl)Cl",3.08321
"FC(F)(F)C(F)(F)Cl",2.67255
"F\C(=C(\F)C(F)(F)F)C(F)(F)F",3.18644
"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",3.43625
"FC1=C(F)C(F)=C(C(F)=C1F)C(F)(F)F",3.64034
"FC(F)(F)C#CC(F)(F)F",3.06183
"F[Si](F)(F)F",2.02071
"FC(F)(F)C(=C)C(F)(F)F",2.64528
"FC(F)(F)C1(C(F)(F)F)C(F)(F)C(F)(F)C1(F)F",3.51145
"[Br-].CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C",2.04935
"[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)C",3.545164
"N[C@H](CC1=CC=CC=C1)C(O)=O",1.24312
"[Br-].CCCC[N+]1(C)[C@H]2CC(C[C@H]1[C@@H]1O[C@H]21)OC(=O)C(CO)C1=CC=CC=C1",2.95486
"[Br-]",2.38728
"OS(=O)(=O)CCN1CCOCC1",0.82376
"C[S-]",1.55539
"CC(=O)C([O-])=O",1.26192
"NC(=O)\N=N\C(N)=O",2.17527
"OC(=O)\C=C\C([O-])=O",2.38399
"CC1=CC=C(C=C1)S([O-])(=O)=O",0.84486
"CS(O)(=O)=O.CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN",2.79335
"CCCCCC(=O)O[C@@]1(CC[C@H]2C3CCC4=CC(=O)CCC4(C)[C@H]3CCC12C)C(C)=O",6.063838
"CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(OC(=O)C1=CN=CC=C1)=C2C",4.78364
"[Na+].C[C@H](CCC([O-])=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C",4.58816
"CCCCCOC(=O)CCCCC",1.36165
"CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(C)C(OC(C)=O)=C(C)C(C)=C2O1",3.78208
"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F",3.68567
"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F",4.36605
"[Na+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",4.22676
"OC(=O)C(F)(F)C(F)(F)C(F)(F)F",2.77634
"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",4.66404
"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",3.9519
"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",3.66
"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",4.42049
"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",4.73043
"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",4.70941
"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",4.65395
"[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",2.91926
"CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",4.53287
"OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",3.96249
"OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",4.28695
"O[Al]=O",2.20906
"[NH4+].OP(O)([O-])=O",1.35505
"[Na+].[Cl-]",2.25838
"[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",4.05156
"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F",4.63494
"[NH4+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F",4.36605
"OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",2.91926
"OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",3.52116
"CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",4.58472
"OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F",2.92252
"OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",3.58681
"FC(F)(F)C(F)(F)C(=O)OC(=O)C(F)(F)C(F)(F)F",3.84273
"OC(=O)COC1=C(Cl)C(Cl)=C(C=C1)C(=O)C1=CC=CS1",5.04921
"O=N(=O)C1=CC=C2NN=NC2=C1",4.17215
"CC(CCC(O)=O)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1",4.89193
"NCCC[C@H](N)C(O)=O",0.9728
"CC1=CC=C(O)C(=C1)N1N=C2C=CC=CC2=N1",5.70281
"CCCCOC(=O)\C=C\C(=O)OCCCC",3.55996
"OCCN1CCN(CC1)C(=O)CN1C(=O)SC2=C1C=C(Cl)C=C2",3.51741
"[Na+].CN(CS([O-])(=O)=O)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1",1.76922
"OC1=C(CC2=C(O)OC3=CC=CC=C3C2=O)C(=O)C2=CC=CC=C2O1",6.14816
"CC1=CC=C(C=C1)S(C)(=O)=O",1.21276
"CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)C(O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@@]21C",5.99462
"CC(C)=CCCC(C)(OC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C",5.44039
"CN1C(=O)CC(C1=O)C1=CC=CC=C1",1.87661
"CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C",6.629738
"CC(C)\N=C(/N)\N=C(/N)NC1=CC(Cl)=C(Cl)C=C1",3.67834
"COC1=CC(OC)=C(C(=O)CCCN2CCCC2)C(OC)=C1",2.33404
"CCC1(NC(=O)NC1=O)C1=CC=CC=C1",1.92312
"ClC1=CC=CC(=C1)N1CCNCC1",2.41194
"CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1",3.19887
"OC1(CCNCC1)C1=CC=C(Cl)C=C1",2.02454
"CS(=O)(=O)OCCCCOS(C)(=O)=O",1.74186
"COC1=CC2=C(NC=C2CCNC(C)=O)C=C1",3.5539
"CC[C@H]1C[C@@H]2C[C@@H]3[C@H]1N(C2)CCC1=C3NC2=C1C=C(OC)C=C2",4.72448
"C[C@H](N)CC1=C(C)C=C(C=C1)N(C)C",1.9932
"CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1",3.05372
"OCCN1CCN(CCCN2C3=CC=CC=C3C=CC3=CC=CC=C23)CC1",3.31258
"N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O",1.92551
"COC(=O)C1=CO[C@@H](C)[C@H]2CN3CCC4=C(NC5=CC=CC=C45)[C@@H]3C[C@H]12",4.53635
"NCC(O)C1=CC=C(O)C=C1",1.99538
"CNCC(O)C1=CC=C(O)C=C1",1.63845
"Cl.CCCNC[C@H](O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1",2.98611
"COC1=CC2=C(CC3NCCC22CCCCC32)C=C1",2.90643
"CNC(C)CC1=CC=CC=C1OC",0.88775
"CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1",3.74939
"COC1=CC=C(CC(C)N)C=C1",1.3703
"CN1C(CC(O)C2=CC=CC=C2)CCCC1CC(=O)C1=CC=CC=C1",2.84988
"CN1CCC(=CC1)C1=CC=CC=C1",1.69098
"[Cl-].OC(C(=O)OC1CC2CC[C@@H](C1)[N+]21CCCC1)(C1=CC=CC=C1)C1=CC=CC=C1",3.52115
"COC1=C(OC)C(OC)=C2C(CCC(NC(C)=O)C3=CC(=O)C(O)=CC=C23)=C1",5.48084
"COC1=C(OC)C(OC)=C2C(CCC(N)C3=CC(=O)C(O)=CC=C23)=C1",5.44242
"OCCCCCCCCCCCC(O)=O",1.6094
"CNC=O",0.84096
"S=C1SSC=C1",4.108642
"CS(O)(=O)=O.CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@@H]3C[C@H]4[C@@H](CC5=CNC6=CC=CC4=C56)N(C)C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C",4.09195
"Cl.COC(=O)[C@@H]1[C@@H](O)CC[C@H]2CN3CCC4=C(NC5=CC=CC=C45)[C@@H]3C[C@H]12",4.53578
"O[C@@H](C1CC2CCN1CC2C=C)C1=C2C=C(O)C=CC2=NC=C1",4.67717
"ClC1=CC=C(C=C1)C(=O)OOC(=O)C1=CC=C(Cl)C=C1",4.80175
"O=C(N=C=S)C1=CC=CC=C1",4.16367
"FC(Cl)C(F)(F)Cl",2.57281
"C1C(C2=NCCN2)C1(C1=CC=CC=C1)C1=CC=CC=C1",3.57684
"FC(F)(Cl)CCl",2.5005
"ClC\C=C\Cl",2.45054
"C=CCSCC=C",2.16187
"CCC(=O)N(C1=CC=CC=C1)C1(COC)CCNCC1",1.48505
"CO[C@H]1CC(O[C@H]2[C@H](C)O[C@H](C[C@@H]2OC)O[C@H]2[C@@H](C)\C=C\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)OC5C[C@@H](C\C=C2/C)O[C@@]2(CC[C@H](C)[C@H](O2)C(C)C)C5)[C@]34O)O[C@@H](C)[C@@H]1O.CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)CC1C[C@@H](C\C=C(C)\[C@@H](O[C@H]3C[C@H](OC)[C@@H](OC4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)\C=C\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2",5.407826
"CO[C@H]1\C=C/O[C@@]2(C)OC3=C(C2=O)C2=C(O)C=C(NC(=O)\C(C)=C/C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C",5.21368
"CC1=C2C=CC=CC2=CC2=CC=CC=C12",5.48122
"CC(C)(C)C(O)C(CC1=C(Cl)C=C(Cl)C=C1)N1C=NC=N1",4.349398
"CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)S(=O)(=O)N(C)C)N(C)C",3.10503
"CC(CN(C)C)CN1C2=CC=CC=C2S(=O)(=O)C2=CC=CC=C12",2.66981
"CC[C@]1(O)C[C@H]2CN(C1)CCC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C)[C@@H]3[C@]4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](O)[C@]3(O)C(N)=O)C2=C1",6.063125
"CCC1NC(=O)C(NC(=O)C2=C(O)C=CC=N2)C(C)OC(=O)C(NC(=O)C2CC(=O)CCN2C(=O)C(CC2=CC=CC=C2)N(C)C(=O)C2CCCN2C1=O)C1=CC=CC=C1",4.58892
"CCC(=O)O[C@H]1[C@H](C)O[C@H](C[C@@]1(C)O)O[C@@H]1[C@@H](C)O[C@@H](O[C@H]2[C@@H](CC=O)C[C@@H](C)[C@@H](O)\C=C\C=C\C[C@@H](C)OC(=O)C[C@@H](OC(=O)CC)[C@@H]2OC)[C@H](O)[C@H]1N(C)C",4.3147
"CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O",3.71964
"CC(=C)CCO",0.94034
"CCOC1=CC=C(NC(C)=O)C=C1",2.46692
"[Na+].COC1=C2C=CC(=CC2=C(OC)C2=CC=CC=C12)S([O-])(=O)=O",3.6543
"COC1=C(OC)C=C(CC=C)C=C1",1.97909
"ClC1=CC=CC(=C1)C(=O)C1=CC=CC=C1",4.86758
"C[Si](C)=O",1.0123
"COC1=C(OC)C(OC)=C2C(CC[C@H](N)C3=CC(=O)C(SC)=CC=C23)=C1",5.79666
"OC(=O)CCC1=CC2=C(OCO2)C=C1",2.46231
"CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl",5.176776
"N=O",2.16695
"[H]N(N([H])C([H])([H])C1=C([H])C([H])=C(C([H])=C1[H])C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]",2.01644
"O[C@H]([C@@H](O)C(O)=O)C(O)=O.CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC1=C3C=C(O)C=C1",3.4203
"CC(C)(OC1=CC=C(C=C1)C1CC1(Cl)Cl)C(O)=O",3.59441
"CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1",5.08198
"NC1=C(Br)C=C(Br)C=C1CNC1CCC(O)CC1",4.09413
"CCCCCCCCCC1=CC=C(OCCOCCO)C=C1",3.36845
"BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr",5.04956
"CC(O)C1NC(=O)C(CC2=CC=CC=C2)NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CC2=CNC3=CC=CC=C23)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC(=O)C(CSSCC(NC(=O)C(CO)NC1=O)C(O)=O)NC(=O)CNC(=O)C(C)N)C(C)O",4.69642
"O=C(ON=C1C=CC(C=C1)=NOC(=O)C1=CC=CC=C1)C1=CC=CC=C1",7.06051
"CC1=CC=CC2=C1NN=N2",3.02788
"CC1=CC=C2NN=NC2=C1",3.24757
"OC1=CC2=C(C=C1)C1(OC(=O)C3=CC=CC=C13)C1=C(O2)C=C(O)C=C1",7.266852
"C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2O",6.249056
"[H]N(C1=NSC2=C([H])C([H])=C([H])C([H])=C12)C([H])([H])C([H])([H])[H]",4.53894
"CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C",6.3404984
"C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C",5.969231
"COC1=C2C(=O)C3=C(O)C=CC=C3OC2=C2[C@@H]3C=CO[C@@H]3OC2=C1",6.98328
"C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO",5.0609844
"CC(C)(OC1=CC=C(Cl)C=C1)C(O)=O",1.98945
"CCCCCCCCCCCCCCC(O)C([O-])=O",2.12702
"CCCCCCCCCCCCCCCCC(O)C(O)=O",2.33294
"CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O",3.62985
"COC1=C(O)C=CC(=C1)C(C)=O",2.55121
